tempcode,placeid,place23cd,placesort,place23nm,splitind,descnm,ctyhistnm,cty61nm,cty91nm,ctyltnm,ctry23nm,cty23cd,cty23nm,lad61nm,lad61desc,lad91nm,lad91desc,lad23cd,lad23nm,lad23desc,ced23cd,wd23cd,par23cd,hlth23cd,hlth23nm,regd23cd,regd23nm,rgn23cd,rgn23nm,npark23cd,npark23nm,bua22cd,pcon23cd,pcon23nm,eer23cd,eer23nm,pfa23cd,pfa23nm,gridgb1m,gridgb1e,gridgb1n,grid1km,lat,long,origin,reason,confidence
18423,23357,IPN0024582,Failford,Failford,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Ayr,LD,Strathclyde,DIST,S12000028,South Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000010,Central Ayrshire,S15000001,Scotland,S23000009,Scotland,2459340626123.0,245934.0,626123.0,NS4526,55.504514,-4.440897,Scots,"Clear Scots compound of 'fail' (turf/sod) + 'ford' (river crossing). 'Fail' derives from Scots/Middle English, representing a common pattern in Lowland Scottish place names where Germanic elements describe landscape features and settlements.",High
13414,17008,IPN0017871,Cradlehall,Cradlehall,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Inverness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2716390845998.0,271639.0,845998.0,NH7145,57.485965,-4.142797,English,"Modern English compound of 'cradle' + 'hall', likely referring to a hall or large house situated in a cradle-like depression or sheltered valley. The straightforward English construction suggests relatively recent naming, possibly post-medieval development.",High
5573,7264,IPN0007629,Borve,Borbh,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1447380848540.0,144738.0,848540.0,NG4448,57.455094,-6.25722,Norse,"Borve derives from Old Norse 'borg' meaning fortress or stronghold. This is a common Norse place name element found throughout the Scottish Highlands and Islands, particularly in areas of heavy Viking settlement. The phonetic development from 'borg' to 'Borve' follows typical Norse-to-Gaelic linguistic adaptation patterns.",High
43569,54434,IPN0057158,Portvoller,Port Mholair,0,LOC,Ross-shire,Ross and Cromarty,,Western Isles,Scotland,,,Lewis,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1561960936568.0,156196.0,936568.0,NB5636,58.250021,-6.156838,Scots,"Portvoller appears to be a hybrid formation combining 'Port' (from Latin portus, meaning harbor or landing place, common in Scots usage) with a second element that may be Germanic in origin. The '-voller' element suggests possible Germanic/Scots influence, though the exact etymology is unclear. This type of compound formation is typical of Scots toponymy.",Medium
203,255,IPN0000282,Abernethy,Abernethy,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Perth,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000050,Ochil and South Perthshire,S15000001,Scotland,S23000009,Scotland,3190130716355.0,319013.0,716355.0,NO1916,56.332607,-3.311409,Brittonic,"Abernethy contains the Brittonic prefix 'aber-' meaning 'confluence' or 'mouth of river', combined with what appears to be a river name. This prefix is characteristic of Brittonic Celtic languages (related to Welsh and Cornish) and represents an ancient pre-Gaelic linguistic layer in Scotland. The name pattern matches other 'aber-' compounds throughout Scotland and Wales.",High
48299,60229,IPN0063217,Shotts,Shotts,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Seventh,LD,Strathclyde,DIST,S12000050,North Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000003,Airdrie and Shotts,S15000001,Scotland,S23000009,Scotland,2873340659895.0,287334.0,659895.0,NS8759,55.819117,-3.799704,Scots,"From Scots 'shot' meaning a division of land or a steep slope, with plural '-s'. This reflects Anglo-Saxon settlement patterns and land division terminology that entered Scots dialect. The name likely refers to portions of divided agricultural land or steep terrain features.",High
56604,70702,IPN0074157,Upperuphall,Upper Uphall,0,LOC,West Lothian,West Lothian,Lothian,West Lothian,Scotland,,,Uphall,LD,Lothian,DIST,S12000040,West Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000044,Livingston,S15000001,Scotland,S23000009,Scotland,3059370672239.0,305937.0,672239.0,NT0572,55.933972,-3.507225,Scots,"Compound Scots name combining 'upper' (directional qualifier) + 'up' (elevation) + 'hall' (manor house/settlement). This follows typical Scots toponymic patterns of directional prefixes with Germanic settlement terms. The double 'up' element emphasizes elevation, common in Lowland Scots place-naming.",High
6254,8030,IPN0008434,Braelangwell,Braelangwell,0,LOC,Ross-shire,Ross and Cromarty,Highland,Sutherland,Scotland,,,Tain,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2515990892769.0,251599.0,892769.0,NH5192,57.899556,-4.505567,Scottish Gaelic,"Appears to be Gaelic 'braigh' (upper part/hill slope) + 'lang' (long) + 'well' (possibly from Gaelic 'tobar' or English well). The 'brae-' prefix is characteristic of Gaelic topographical naming, though the final element may show later English influence in a hybrid formation.",Medium
52295,65594,IPN0068895,Swintonmill,Swintonmill,0,LOC,Berwickshire,Berwick,Borders,Berwickshire,Scotland,,,Middle,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3814430645864.0,381443.0,645864.0,NT8145,55.705859,-2.296865,Scots,"Compound name combining 'Swinton' (Anglo-Saxon personal name + tun 'settlement') with 'mill'. The Swinton element derives from Old English, meaning 'pig farm' or settlement associated with someone named Swine. The addition of 'mill' indicates later industrial development, typical of Scots toponymic evolution.",High
45592,56718,IPN0059549,Riof,Riof,0,LOC,Ross-shire,Ross and Cromarty,,Western Isles,Scotland,,,Lewis,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1108460934546.0,110846.0,934546.0,NB1034,58.204496,-6.924193,Norse,"Appears to derive from Old Norse 'rjúfr' meaning 'cleft' or 'rift', referring to a geographic feature like a gorge or ravine. The phonetic development and single-syllable form are consistent with Norse toponymic patterns in Scotland, though the exact etymology is somewhat uncertain due to potential sound changes.",Medium
54141,67893,IPN0071288,Tingwall,Tingwall,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Mainland,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3400081022822.0,340008.0,1022822.0,HY4022,59.08806,-3.048625,Norse,"Classic Norse compound from Old Norse 'þing' (assembly, court) + 'vǫllr' (field, plain), meaning 'assembly field' or 'parliament plain'. This is a well-documented Norse toponymic type found throughout areas of Norse settlement in Scotland, referring to sites where local assemblies or courts were held.",High
17357,21631,IPN0022761,Easthouses,Easthouses,0,LOC,Midlothian,Midlothian,Lothian,Midlothian,Scotland,,,Newbattle,LD,Lothian,DIST,S12000019,Midlothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000045,Midlothian,S15000001,Scotland,S23000009,Scotland,3344980665734.0,334498.0,665734.0,NT3465,55.88028,-3.048587,Scots,"Compound of Scots 'east' + 'houses', indicating settlement located to the east of another place. This follows typical Germanic/Anglo-Saxon toponymic patterns common in Lowland Scotland, where directional descriptors combined with settlement terms are characteristic of Scots place-naming traditions.",High
1296,1709,IPN0001820,Ardcharnich,Ardcharnich,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Lochbroom,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,2173860888607.0,217386.0,888607.0,NH1788,57.849535,-5.078762,Scottish Gaelic,"Contains Gaelic 'àrd' (high, height) + 'càrn' (cairn, pile of stones) + diminutive suffix '-ach'. The structure follows typical Gaelic toponymic patterns where topographical features are described with qualifying elements. The phonetic rendering 'Ardcharnich' represents anglicization of Gaelic 'Àrd Chàrnaich' meaning 'height of the little cairn'.",High
28244,35326,IPN0037113,Invergordon,Invergordon,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Invergordon,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2707770868577.0,270777.0,868577.0,NH7068,57.688388,-4.1692,Scottish Gaelic,"Contains classic Gaelic prefix 'inver-' meaning 'mouth of river' or 'confluence', combined with what appears to be a personal name 'Gordon'. This follows the common Scottish pattern of Gaelic topographical terms combined with later feudal family names. The original would have been 'Inbhir' + territorial designation, later modified when the Gordon family gained prominence in the area.",High
36515,45644,IPN0047939,Miltonofedradour,Milton of Edradour,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Highland,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000054,Perth and North Perthshire,S15000001,Scotland,S23000009,Scotland,2959090758157.0,295909.0,758157.0,NN9558,56.703468,-3.701654,Scots,"Compound name with 'Milton' (Scots for mill settlement) + 'of' + 'Edradour'. The 'of' construction is characteristic of Scots naming patterns. 'Edradour' contains Gaelic elements 'eadar' (between) and 'dobhar' (water), but the overall structure follows Scots linguistic conventions for estate/settlement naming.",High
3240,4205,IPN0004431,Baudsofcullen,Bauds of Cullen,0,LOC,Banffshire,Banff,Grampian,Banffshire,Scotland,,,Buckie,LD,Grampian,DIST,S12000020,Moray,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000046,Moray,S15000001,Scotland,S23000009,Scotland,3471040866744.0,347104.0,866744.0,NJ4766,57.687393,-2.88882,Scots,"Follows the same Scots pattern as above: 'Bauds' (likely from 'baud' meaning bold/brave, or possibly a personal name) + 'of' + 'Cullen'. The 'of' construction is distinctively Scots. 'Cullen' may derive from Gaelic 'cuilionn' (holly) but the compound structure is Scots linguistic convention.",High
52605,65964,IPN0069289,Tarland,Tarland,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Deeside,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000058,West Aberdeenshire and Kincardine,S15000001,Scotland,S23000009,Scotland,3479920804517.0,347992.0,804517.0,NJ4704,57.128602,-2.860719,Scottish Gaelic,"Likely derives from Gaelic 'tir' (land) + qualifying element, possibly 'làn' (full) or a personal name. The structure and phonetics align with Gaelic toponymic patterns. However, could potentially be Scots adaptation of earlier Gaelic, hence medium confidence rather than high.",Medium
45689,56858,IPN0059692,Roag,Roag,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1270780844006.0,127078.0,844006.0,NG2744,57.404225,-6.545565,Norse,"Roag contains the Norse element '-vik' (anglicized as '-og'), meaning 'bay' or 'creek'. This is a common Norse toponymic pattern found throughout the Scottish Highlands and Islands, particularly in areas of heavy Viking settlement. The name likely refers to a coastal feature or settlement by a bay.",High
31491,39456,IPN0041467,Linlathen,Linlathen,0,LOC,Angus,City of Dundee,Tayside,City of Dundee,Scotland,,,Dundee,LD,Tayside,DIST,S12000042,Dundee City,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000015,Dundee East,S15000001,Scotland,S23000009,Scotland,3419930732940.0,341993.0,732940.0,NO4132,56.484963,-2.943503,Brittonic,"Linlathen appears to contain the Brittonic prefix 'llan-' meaning 'enclosure' or 'church', combined with a personal name or descriptive element 'lathen'. This follows typical Brittonic toponymic patterns, though the second element is less clear. The name suggests an early Christian site or enclosed settlement from the Brittonic-speaking period.",Medium
9133,11563,IPN0012141,Camb,Camb,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Yell,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4513121192493.0,451312.0,1192493.0,HU5192,60.612563,-1.064537,Brittonic,"Camb likely derives from Brittonic 'camb' meaning 'crooked' or 'bent', often referring to a curved river, hill, or boundary feature. This is cognate with Welsh 'cam' and appears in various Scottish place names describing topographical features. The simple form suggests ancient Brittonic origins describing landscape characteristics.",Medium
677,887,IPN0000948,Aldochlay,Aldochlay,0,LOC,Dunbartonshire,Dunbarton,Strathclyde,Dunbartonshire,Scotland,,,Vale of Leven,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,S21000002,Loch Lomond and The Trossachs,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,2360260691304.0,236026.0,691304.0,NS3691,56.086319,-4.63686,Scottish Gaelic,"Contains 'Ald-' prefix likely from Gaelic 'allt' (stream/burn) and '-ochlay' suggesting Gaelic elements. The morphology follows typical Gaelic compound structure for water-feature names, though the second element is less certain.",Medium
11344,14454,IPN0015207,Clachaig,Clachaig,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Cowal,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,2117840681552.0,211784.0,681552.0,NS1181,55.989894,-5.019041,Scottish Gaelic,"From Gaelic 'clach' (stone) + 'aig' (diminutive suffix), meaning 'little stone' or 'stony place'. This is a very common Scottish Gaelic toponymic pattern found throughout Highland and western Scotland.",High
11463,14599,IPN0015360,Clashmore,Clashmore,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,Assynt,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2031550931445.0,203155.0,931445.0,NC0331,58.227602,-5.353943,Scottish Gaelic,"From Gaelic 'clash' (furrow/hollow) + 'mòr' (big/great), meaning 'great furrow' or 'big hollow'. Both elements are standard Scottish Gaelic toponymic components, with '-more' being a characteristic Gaelic suffix indicating size.",High
53297,66867,IPN0070230,Themurray,The Murray,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Fourth,LD,Strathclyde,DIST,S12000029,South Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000019,"East Kilbride, Strathaven and Lesmahagow",S15000001,Scotland,S23000009,Scotland,2631300653191.0,263130.0,653191.0,NS6353,55.752667,-4.182338,Scottish Gaelic,"Likely derived from Scottish Gaelic 'An Mhuiridh' meaning 'the sea plain' or 'the sea settlement'. The 'Th-' prefix represents the Gaelic definite article 'an' with lenition, and 'murray' relates to 'muir' (sea) with locative suffix. Common pattern in Scottish Gaelic coastal toponymy.",Medium
46647,58095,IPN0060976,Saddell,Saddell,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Kintyre,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1786090632058.0,178609.0,632058.0,NR7832,55.531883,-5.509692,Scottish Gaelic,"From Scottish Gaelic 'Saghadal', meaning 'place of the priests' or 'hermitage'. The element 'sagh-' relates to priests/clerics and '-dal' is a locative suffix meaning 'place of'. This fits the pattern of early Christian settlement names in Gaelic Scotland, particularly in Argyll region.",High
42192,52546,IPN0055191,Penninghame,Penninghame,0,LOC,Wigtownshire,Wigtown,Dumfries and Galloway,Wigtown,Scotland,,,Machars,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000013,Dumfries and Galloway,S15000001,Scotland,S23000009,Scotland,2382000569545.0,238200.0,569545.0,NX3869,54.994126,-4.530723,Brittonic,"Contains the Brittonic element 'pen-' meaning 'head' or 'hill', followed by what appears to be '-ingham' which could be a later Anglo-Saxon addition meaning 'homestead of the people of'. This represents linguistic layering with original Brittonic settlement overlaid by later Germanic settlement patterns.",High
34957,43632,IPN0045812,Mannofield,Mannofield,0,LOC,Aberdeenshire,City of Aberdeen,Grampian,City of Aberdeen,Scotland,,,Aberdeen,LD,Grampian,DIST,S12000033,Aberdeen City,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000002,Aberdeen South,S15000001,Scotland,S23000009,Scotland,3916550804501.0,391655.0,804501.0,NJ9104,57.131333,-2.139495,Scots,"Germanic compound of 'mann' (man/person) + 'field', following typical Scots/Anglo-Saxon toponymic patterns. The '-field' element is characteristic of Germanic settlement names indicating cleared agricultural land or meadow associated with a person named Mann or meaning 'common field'.",High
1295,1708,IPN0001819,Ardbrecknish,Ardbrecknish,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,South Lorn,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,2070100721134.0,207010.0,721134.0,NN0721,56.34309,-5.124179,Scottish Gaelic,"Contains Gaelic 'ard-' prefix meaning 'height/promontory' combined with 'brecknish' likely from Gaelic 'breacach' (speckled/variegated) + locative suffix. This follows typical Highland Gaelic descriptive toponymic patterns describing landscape features, particularly elevated speckled or variegated terrain.",High
10098,12758,IPN0013409,Cearsiadair,Cearsiadair,0,LOC,Ross-shire,Ross and Cromarty,,Western Isles,Scotland,,,Lewis,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1340370920168.0,134037.0,920168.0,NB3420,58.090359,-6.514506,Scottish Gaelic,"Appears to be a Gaelic compound, possibly containing 'cears' (craft/skill) or related to 'ceàrr' (wrong/left) + 'iadair' which could derive from 'eadar' (between). The phonetic structure and morphology are consistent with Gaelic place-name formation, though the exact etymology is uncertain without more geographical context.",Medium
15917,20048,IPN0021063,Doune,Doune,0,LOC,Perthshire,Perth,Central,Stirling and Falkirk,Scotland,,,Western,LD,Central,DIST,S12000030,Stirling,CA,,,,S08000019,Forth Valley,,,S99999999,,,,,S14000057,Stirling,S15000001,Scotland,S23000009,Scotland,2727180701561.0,272718.0,701561.0,NN7201,56.189597,-4.052566,Scottish Gaelic,"From Scottish Gaelic 'dùn' meaning fort or fortified hill. This follows the typical Gaelic pattern for defensive settlements, with the name reflecting the site's strategic importance. The phonetic development from 'dùn' to 'Doune' shows normal Scots adaptation of Gaelic toponyms.",High
11371,14486,IPN0015241,Cladachiolaraigh,Cladach Iolaraigh,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,North Uist,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,796360864546.0,79636.0,864546.0,NF7964,57.557013,-7.358718,Scottish Gaelic,"This is clearly Scottish Gaelic, likely meaning 'stony shore of the eagle' from 'clad' (shore/beach), 'ach' (stony), and 'iolaire' (eagle), with the locative suffix '-aigh'. The complex morphology and retention of Gaelic spelling indicates an area where Gaelic remained dominant long enough to preserve the full form.",High
22649,28490,IPN0029994,Gretnagreen,Gretna Green,0,LOC,Dumfriesshire,Dumfries,Dumfries and Galloway,Dumfries,Scotland,,,Gretna,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,3318490568077.0,331849.0,568077.0,NY3168,55.002581,-3.066977,English,"This is Middle English 'grene' (green) combined with 'Gretna', creating 'Gretna Green'. Gretna itself may derive from 'Graitney' meaning 'great island' from Old English. The compound reflects English linguistic influence in this border region, famous for runaway marriages due to different marriage laws.",High
